#,case,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Cooling,Lighting,Equipment,fadian
67,68,50,0.138144923,0.169244042,0.555648895,0.722578209,0.769149972,0.358697069,0.322779254,0.523517432,0.674360803,0.511601105,0.805048602,0.838019422,0.87358506,0.737860453,0.925351913,0.798847103,0.592945865,0.33907682,0.257840852,2.395568793,0.576677345,15.00969806,0.850426048,7.918904193,0.822169659,10.77292258,0.789841369,25.38382352,23.77766827,17,42107.95023,8871.65715,34858.0365,63793.58634
68,69,350,0.139235072,0.16553925,0.839081174,0.387564751,0.750713546,0.62955493,0.464503579,0.485765908,0.40605347,0.668762496,0.848910814,0.751863028,0.893356887,0.723223567,1.082151955,0.41438442,0.485903947,0.413225467,0.30901345,1.785496314,0.567538708,13.39465201,0.752946213,5.828113751,0.732400297,11.79512476,0.876418426,25.0107405,27.25265219,17,49014.52268,6116.78352,42349.03752,58713.95526
69,70,250,0.173831517,0.18791819,0.54298107,0.505884977,0.674957974,0.357070017,0.567373237,0.481036597,0.675774753,0.588539483,0.805177367,0.710893789,0.701895593,0.678280366,0.469027434,0.476102354,0.722378426,0.175641617,0.24571537,2.307367447,0.678153655,14.39231662,0.908626374,4.901671604,0.744781595,12.07079195,0.759168407,25.69733247,21.14141875,18,42262.99837,4873.29081,41294.868,60177.01212
70,71,100,0.134509893,0.161785705,0.814572846,0.724400722,0.72600271,0.664776017,0.608265876,0.591301016,0.434262777,0.53314681,0.659807205,0.628912253,0.52735378,0.952606323,1.124931462,0.677292982,1.020512724,0.376764207,0.364531215,2.824000985,0.550458081,11.33929533,0.862129296,7.69438366,0.82360611,12.21466182,0.869113801,25.00325818,23.50277047,17,52713.49545,9152.69403,43489.81953,58328.13777
71,72,30,0.191294702,0.167248683,0.719338923,0.695664053,0.627322399,0.574983697,0.52664727,0.429778477,0.467068146,0.520063337,0.579645657,0.713408568,0.945130105,0.714437321,1.181558385,0.548796905,1.076546164,0.368156761,0.284304469,1.168253917,0.607825925,12.8686466,0.778840333,7.790939039,0.882804588,13.10190299,0.791080323,25.02391522,22.3125283,18,51280.85613,11466.93516,46706.47929,71185.3167
72,73,200,0.179471209,0.184733086,0.569174694,0.741076477,0.552750135,0.695187195,0.581465701,0.292679101,0.508536782,0.488559032,0.955818363,0.699338218,0.69332575,0.814882518,0.665876193,0.694185928,1.096556965,0.315130041,0.457470129,2.868565082,0.593477348,13.23279161,0.847765898,6.336569264,0.93785848,14.08254692,0.850503303,23.52800195,23.95175715,18,59644.61252,9882.05445,53973.35124,70527.9159
73,74,200,0.159894405,0.120734625,0.604863501,0.599809073,0.757119781,0.532235028,0.30475886,0.563549847,0.600748535,0.433935366,0.781439019,0.691175262,0.920391531,0.696173012,0.477069673,0.513917676,0.54354449,0.222344674,0.295808372,2.499249447,0.566440083,11.13191684,0.787081465,6.470726341,0.784451189,11.66112461,0.940791659,24.30842053,28.91758839,19,63623.39047,10401.67707,53931.76665,51621.201
74,75,160,0.162790788,0.149968006,0.683871629,0.527345575,0.87433818,0.731892347,0.574545361,0.488300881,0.588747461,0.354428743,0.717049489,0.835070877,0.760465072,0.543494867,0.993557235,0.642201995,0.904361778,0.295350691,0.204845329,1.146959732,0.442627441,11.91992886,0.919031225,7.034844978,0.887547685,13.37084445,0.803703188,24.73970404,23.16366049,18,53825.8132,12321.85377,48425.7897,59076.89256
75,76,340,0.169791534,0.145517908,0.818696751,0.697002478,0.552193987,0.418617455,0.463473161,0.326377611,0.369803318,0.573124218,0.571193227,0.673940541,0.777989281,0.730895776,0.950937762,0.69063822,0.47310344,0.198046126,0.187292712,2.565326128,0.610720578,14.12808489,0.797826911,4.831110278,0.790922197,13.98518345,0.816746516,24.49848478,27.51036077,19,52906.53772,7886.37018,56152.12608,53429.2821
76,77,170,0.142094552,0.206587967,0.574449551,0.532357956,0.849111863,0.661769788,0.296611023,0.420794339,0.358786703,0.64085417,0.62629414,0.517929425,0.753106473,0.646944927,1.085557972,0.626454532,0.547928572,0.164464874,0.380379884,1.470008141,0.585834002,13.27076933,0.805247217,7.347635928,0.879348728,12.21372227,0.915421017,25.09859499,26.20575041,17,48336.59064,9590.09904,45803.47533,62083.58235
77,78,50,0.184188444,0.183021317,0.581046009,0.655132275,0.594707417,0.582823895,0.458997831,0.601803965,0.36279172,0.65980014,0.794808883,0.600056741,0.687266006,0.845694658,0.499552526,0.41537788,0.798087907,0.27548737,0.489011386,2.180906171,0.543832307,14.03935133,0.919094726,6.921628089,0.867902213,11.74952545,0.88577459,25.29059674,22.20966726,18,53263.20316,9936.12717,46899.23271,69295.71777
78,79,280,0.137699729,0.182495403,0.550893008,0.708569184,0.567872702,0.79409176,0.47798098,0.509012182,0.320217491,0.446580707,0.671358426,0.729901002,0.79602128,0.611849936,1.118277091,0.779244296,0.86092948,0.18179431,0.189132434,1.975675588,0.438205105,12.62864787,0.82315192,6.194606228,0.804566522,13.22429581,0.770580852,25.57614228,23.21969082,19,49760.3639,12267.73854,50095.82121,64821.2427
79,80,180,0.149649375,0.201099265,0.750253107,0.742557506,0.344267109,0.623491838,0.38816899,0.462568806,0.566690936,0.542631332,0.641409481,0.574619715,0.828519486,0.625513323,1.004311705,0.780125769,0.923489547,0.189022704,0.31204886,2.837094511,0.550616513,12.70871665,0.80044647,6.521669364,0.771481517,12.69482342,0.852261905,24.50890381,24.04548364,19,55416.8753,10139.57022,53187.60948,58384.83303
80,81,160,0.122255151,0.169704341,0.84363136,0.684379947,0.727931855,0.800093189,0.475664631,0.255918025,0.565534805,0.432021164,0.723916036,0.57473274,0.686914451,0.846578095,0.549301244,0.642848017,0.940602791,0.182566958,0.399747579,2.225733677,0.637752377,13.4059079,0.710750922,7.958112683,0.801767738,11.93757396,0.90458079,25.34920712,25.15951956,17,44973.67468,9229.31013,44237.74047,58947.25014
81,82,0,0.13816557,0.136013206,0.569238699,0.561694018,0.660562812,0.544416581,0.425234617,0.420075363,0.377256634,0.501365071,0.731559548,0.925750995,0.899069255,0.687023115,1.192298968,0.495472124,1.162325479,0.371967549,0.202960768,2.199664998,0.464928053,11.30683512,0.964524267,5.768656903,0.882678344,12.90231737,0.833860616,25.15788837,23.84724887,17,48240.97693,8937.27297,44074.83234,52645.98303
82,83,50,0.110288086,0.111325613,0.551956096,0.499129515,0.634789351,0.459152752,0.474650722,0.426225,0.389221083,0.366080011,0.891256686,0.804467985,0.658546848,0.660481755,0.571896269,0.71016199,0.772983581,0.215435674,0.480990252,2.032386762,0.462825644,12.51057518,0.836519455,8.479935226,0.829188794,11.87251395,0.739299579,24.17212518,25.27461856,19,61269.42538,17354.73366,43149.31443,41240.07915
83,84,160,0.163883755,0.170682964,0.636952728,0.65628879,0.757970324,0.763229118,0.47840675,0.36200435,0.378541777,0.334926404,0.719787504,0.875099936,0.727472814,0.789544415,0.457346154,0.72142181,0.556114515,0.17896041,0.459197843,2.418845563,0.535700589,13.66009956,0.956640703,6.16253982,0.852318599,13.11076039,0.806346773,24.30523983,21.72115208,19,55311.83091,12642.31377,51970.9275,66812.62692
84,85,290,0.147219131,0.137696573,0.606208039,0.769716538,0.41376041,0.826952722,0.351812427,0.414648119,0.408777485,0.352471499,0.72062153,0.729706814,0.676745311,0.925788084,0.423703687,0.595634143,0.946396267,0.461407461,0.451692619,1.846928091,0.764926356,11.9897047,0.773800966,5.135047748,0.750789806,13.11297119,0.769448114,25.85673493,27.92643526,18,54876.51652,6380.80659,45467.66268,60417.89667
85,86,10,0.143671001,0.160516663,0.656853238,0.641399351,0.571660324,0.730481057,0.245858355,0.563756911,0.52347912,0.403522225,0.530875128,0.646819694,0.869654183,0.835174944,1.056349077,0.543370841,0.534029999,0.303875887,0.301200235,2.007958558,0.434687326,13.36455318,0.903043184,6.211399234,0.920868474,13.33111961,0.800162961,25.11496905,24.74621103,17,47377.66314,10156.0314,43699.30881,56521.33197
86,87,250,0.156143289,0.13786468,0.758844734,0.562664454,0.699558334,0.47895734,0.323319492,0.388388234,0.335135394,0.477053276,0.821306557,0.703222687,0.697675421,0.763488439,0.983934364,0.500735228,0.770802097,0.33935588,0.419001831,1.261696067,0.576709191,13.55880668,0.941284949,6.085598026,0.819118678,12.89297714,0.847847542,25.45241959,24.60132224,17,50191.81533,8205.61374,44781.68862,55753.48692
87,88,270,0.147912826,0.147917412,0.756748818,0.492492601,0.804323427,0.77688113,0.554488038,0.519722593,0.622827493,0.509667055,0.803927138,0.655273031,0.787681532,0.756299689,0.953123769,0.720314279,1.017125875,0.282589043,0.314841384,2.788838778,0.51655519,14.24681589,0.798616447,6.748875696,0.845107771,13.1341289,0.867668384,23.53152485,23.06944509,17,50656.84421,8059.51668,46685.77038,63003.33198
88,89,290,0.190504248,0.108123492,0.562240909,0.558822488,0.698379218,0.788890466,0.379526346,0.486244493,0.530565614,0.391897463,0.880579908,0.65506827,0.756447189,0.870040482,0.603390914,0.61713419,1.119666472,0.299184197,0.164415824,2.258031832,0.590828842,11.86977945,0.780055081,5.612778081,0.744143575,11.83800804,0.804732257,24.95417025,25.26171737,19,51720.74634,8557.46247,46831.79223,60817.18329
89,90,50,0.167128534,0.170416151,0.438524138,0.483961325,0.832930411,0.759065695,0.540024763,0.40054492,0.331564889,0.477381605,0.778967327,0.703325585,0.794085547,0.71654287,1.149357637,0.622552957,0.77981887,0.485042018,0.430509075,2.142832802,0.647306168,12.98897618,0.745919621,7.265165278,0.768146753,11.89420743,0.73731884,25.14790633,21.83018291,19,55226.55367,11562.5238,43112.33727,70446.51252
90,91,210,0.179577389,0.162460869,0.661102319,0.619661179,0.573448786,0.785772926,0.456648672,0.443016097,0.480965651,0.460020902,0.800942547,0.779655277,0.904657172,0.947522238,0.590242126,0.644553834,0.483154903,0.237342062,0.222531954,2.901267845,0.54899387,12.4485688,0.706037978,6.630444154,0.816096439,13.00725478,0.853380689,25.46991767,25.34658272,18,48058.05422,9465.70824,50020.80087,74535.43824
91,92,130,0.13845116,0.191043137,0.554586133,0.636037324,0.456737897,0.746553574,0.556491224,0.493153165,0.596557241,0.388942928,0.739224825,0.879271214,0.629508458,0.75040708,1.095613458,0.725092241,1.127985385,0.45028397,0.363476546,2.746748118,0.646467618,11.05692387,0.820107883,4.12904687,0.737864202,13.82854004,0.847756322,25.39958241,24.19054794,18,58186.55004,4740.75117,52828.65504,59903.02863
92,93,30,0.147240675,0.162059583,0.575502215,0.840438991,0.576050417,0.752815582,0.281736034,0.320807231,0.464759537,0.610625467,0.800622457,0.801397015,0.596606598,0.814726059,0.69674336,0.433032323,1.104591121,0.212329572,0.270677343,1.595749587,0.411671782,14.47177338,0.779140239,4.876325579,0.850780137,10.29723229,0.889394132,24.30449374,26.05280163,17,42876.99319,7366.983,37518.39732,60422.28174
93,94,40,0.171650078,0.209359195,0.686303758,0.591862807,0.682413539,0.685464089,0.409161341,0.230267317,0.508866173,0.524139592,0.59501554,0.658104447,0.572832543,0.714551184,0.607680228,0.679039108,1.029444186,0.365445623,0.193892504,1.902208119,0.445075793,12.35630898,0.866611189,4.537782843,0.806294714,11.26655544,0.946583464,25.04581226,25.79870509,19,54556.8108,8438.62086,52427.70072,70296.25275
94,95,190,0.176223914,0.15037363,0.506991257,0.805918263,0.823829037,0.715820827,0.65224112,0.290680434,0.401776985,0.521420651,0.848472812,0.697053985,0.747943282,0.876629224,1.1280051,0.668847808,0.643486611,0.340867802,0.220349513,2.744544166,0.656609327,13.19416081,0.831503668,5.505695036,0.831769141,11.16254388,0.901380392,24.86137924,24.97042524,19,53781.2213,8965.9476,49463.18085,63613.53687
95,96,10,0.178545984,0.198510897,0.464944349,0.711529532,0.534625346,0.617909523,0.324728914,0.426711581,0.514096288,0.532131138,0.876283352,0.783412086,0.780086766,0.734390983,0.543218377,0.775813212,0.936882107,0.421144314,0.205115066,2.803625171,0.50699933,15.05599362,0.861763685,6.966307762,0.77525077,13.66745584,0.907097701,25.47426293,25.52807926,17,43292.29518,8439.87,50789.18547,70264.75611
96,97,80,0.161020579,0.178194945,0.753552907,0.897360695,0.5252229,0.49786536,0.534738325,0.46451345,0.395256701,0.534484141,0.695320998,0.885240889,0.949212734,0.776389153,1.175808434,0.457698868,0.490372609,0.205776574,0.191367875,2.238271855,0.447515572,12.18256293,0.809032856,5.625137321,0.82881044,13.875308,0.955660812,24.42354759,27.03911688,19,61544.15225,10518.04002,65186.42322,73900.11321
97,98,90,0.122432273,0.194936572,0.408146724,0.691768041,0.613146382,0.727990976,0.405881769,0.375724208,0.474731353,0.514150706,0.576799997,0.633048161,0.625788351,0.88570533,1.084426801,0.43249892,0.5772254,0.189151277,0.381069811,1.924570887,0.576587997,14.56934435,0.872614127,7.231802666,0.778003932,13.87279387,0.900365749,24.36173268,26.44526041,17,52496.46773,8334.39942,51169.64343,60922.43805
98,99,10,0.111081106,0.154612308,0.845775277,0.595616325,0.733841307,0.730888422,0.575805744,0.306262889,0.453690122,0.357608324,0.694904045,0.97757173,0.6909656,0.57399702,0.611764575,0.445044311,1.167576632,0.457932698,0.314042539,2.227848189,0.514868144,14.71780596,0.96355586,6.37229922,0.846373604,11.20008546,0.747656722,25.08832152,24.08759922,19,50274.72291,12576.99225,41165.58855,53586.31077
99,100,90,0.158480478,0.144686635,0.735222385,0.467207473,0.683378643,0.688747386,0.438716984,0.370346778,0.564033017,0.526261263,0.522338683,0.870015415,0.588592908,0.740113169,0.649440433,0.713564446,0.522739654,0.244648381,0.289683572,2.958988659,0.4764146,12.81251495,0.78222722,5.69876088,0.772371837,12.03538104,0.931301116,24.6773424,27.96882187,19,60217.56993,9247.28532,55101.15462,57806.12478
100,101,280,0.145531496,0.199173396,0.403581623,0.500517658,0.549690891,0.818344784,0.505565768,0.30073679,0.619735835,0.675813407,0.711745322,0.821888706,0.620516433,0.630457407,1.071401012,0.446464798,1.080124475,0.452148092,0.303021174,2.426923159,0.569207507,11.70007209,0.803673764,7.720095069,0.929215391,14.11910544,0.84271896,24.72598906,26.36265892,17,55721.43765,9429.08751,48743.80701,65614.48584
101,102,350,0.17488684,0.1780148,0.772841388,0.633305408,0.513170426,0.7621371,0.484009365,0.479082855,0.436559397,0.452081731,0.685449804,0.873541054,0.942305476,0.643556802,1.086267471,0.671392816,0.991827758,0.456724078,0.47411686,1.266723189,0.598827433,14.90160928,0.887002892,6.286764835,0.842655823,12.84878314,0.794044431,25.84103444,28.49795451,18,53790.89178,8902.90854,45975.76836,68728.70304
102,103,40,0.184336269,0.152111117,0.669707991,0.717672078,0.581124377,0.688933469,0.284127588,0.524944825,0.515183096,0.519383447,0.686968029,0.813396601,0.622582435,0.675291628,0.526945426,0.616835033,0.656440545,0.224288472,0.194825939,2.429633501,0.47925413,13.16543256,0.89622887,6.949335335,0.837417124,13.68784871,0.780840841,24.29910927,24.44034339,17,46109.00887,9271.03533,43785.18882,62577.49296
103,104,330,0.161276146,0.208447644,0.377666311,0.493310755,0.790140468,0.478610209,0.508336601,0.443904838,0.488735822,0.352803302,0.774318873,0.812662147,0.794968243,0.751486443,0.512695431,0.670836765,0.940829235,0.333129666,0.28954469,1.018512957,0.481578445,11.86489462,0.945293082,7.432408169,0.759428966,14.49436852,0.843736642,24.40235832,28.61766921,18,61668.16482,11296.75455,55109.74491,71504.94612
104,105,140,0.174767504,0.177158206,0.501935091,0.596858881,0.524101685,0.4125343,0.364201231,0.290243096,0.526462071,0.442220141,0.795712253,0.835922082,0.662851688,0.62195693,0.794525209,0.725037078,0.616492603,0.205190384,0.258865974,1.017147871,0.529864354,15.06787527,0.781960128,6.869308236,0.732868443,12.99450256,0.838722035,24.23481016,20.95536768,17,43010.89533,8347.8522,44648.53422,59936.50689
105,106,320,0.146561804,0.151168941,0.70756394,0.68639654,0.71866035,0.882766456,0.468429591,0.289102474,0.383047036,0.42774729,0.692856346,0.681521517,0.857046159,0.793727072,0.520524677,0.754092529,1.153240366,0.469406985,0.477584617,1.658106163,0.559418481,13.83073689,0.83466478,6.091377755,0.884432065,12.16318001,0.886839033,24.31875403,23.23143333,19,59977.01674,12241.58181,53027.68686,63520.02468
106,107,200,0.142462256,0.194993269,0.702847347,0.64727103,0.44179725,0.842710318,0.317290108,0.448220826,0.510367447,0.421791473,0.756275866,0.747689411,0.577845587,0.720365512,0.461911796,0.630805695,0.897603397,0.339110087,0.200756717,1.959743144,0.631878596,14.94309369,0.790887549,4.335727842,0.949391692,13.63228182,0.855685039,25.46559587,24.69931643,19,48006.04923,8465.46102,57344.69508,65170.74684
107,108,10,0.182581081,0.118354695,0.587757768,0.725250794,0.834671784,0.651920772,0.39900428,0.367307158,0.463272021,0.553798761,0.938221865,0.623116954,0.693849553,0.75206354,1.047785151,0.530950514,1.150454912,0.241300234,0.405157595,2.046372905,0.713375468,14.33523091,0.964603298,7.371438919,0.860117783,13.56116396,0.797898895,25.35335534,26.82927996,17,46827.25129,8544.12414,44327.60988,56815.43904
108,109,110,0.179650785,0.181242062,0.556837456,0.693892215,0.521091172,0.578325511,0.358654312,0.529144945,0.347182267,0.458712212,0.703889917,0.667537515,0.713033042,0.651694983,1.139517559,0.783423705,1.065520961,0.339334474,0.385610761,1.707152791,0.54500708,11.27498173,0.85533067,6.780543084,0.886570622,13.65616571,0.805539561,23.94524393,28.57524898,19,70043.7379,13415.24367,54078.72045,66100.44381
109,110,280,0.173357268,0.109779771,0.671082822,0.59452606,0.728062895,0.531035175,0.602538942,0.431394015,0.574711614,0.426737071,0.694523896,0.847134203,0.560064638,0.700919489,0.812520173,0.724354048,0.425921689,0.352756449,0.385045683,1.47031917,0.536500351,11.65038031,0.843276971,6.750125759,0.877006507,13.31801482,0.834077542,25.47839962,28.59997899,19,67178.64565,12148.36065,54608.04843,52276.53189
110,111,310,0.165254467,0.171999673,0.787278469,0.678426266,0.714938577,0.700639645,0.387601083,0.280871226,0.550048766,0.545804833,0.56913619,0.653079558,0.766003399,0.586715323,1.161153503,0.590708608,1.006498878,0.337707577,0.421535811,2.718296087,0.466878542,15.14125452,0.792625745,6.709036803,0.746644489,11.63614824,0.892203483,25.17727611,25.17694064,17,46605.18559,7991.18349,42530.71218,63839.14071
111,112,210,0.149260633,0.185199727,0.405076097,0.509255346,0.774038201,0.691607905,0.359487256,0.27707611,0.444920513,0.359575362,0.77998738,0.753252919,0.558392015,0.563147709,1.11378017,0.659393395,0.621863443,0.236601396,0.437572077,1.385962187,0.568109251,13.4210096,0.770335802,5.848371025,0.904734726,13.38594313,0.937001059,23.81886367,22.43233652,18,56125.91485,10280.79825,56521.18155,60909.7995
